792507	1.329878647	-0.477280587	-0.266036503	-1.607974419	-1.189508499	4
119107	2.192911883	3.200033709	-0.348876583	-2.159443429	-1.494751398	-1
816890	1.160233664	-0.469607919	0.377696993	-0.629888205	0.551060962	2
79016	1.916209735	-0.510648321	-0.096267801	-1.77756577	0.202193269	4
66915	0.74276387	-0.420079529	-0.068412053	-0.497769315	-0.241878809	0
894465	-0.168968189	0.187739002	-0.241855589	0.622003591	-0.154242774	0
41874	0.186188077	-0.07253573	-0.340786437	-0.246965363	-0.313279083	0
180228	1.34942964	-0.336946595	-0.151278344	-0.736660449	-0.365803003	0
26350	2.096243199	1.612765683	-0.016094556	-2.071404988	-1.419775333	14
423829	1.058720522	0.311661679	-0.200383245	-1.283070037	-0.629285488	3
184502	1.658119651	-0.544927028	-0.121961735	-1.591220213	-0.858252996	4
813392	1.774069101	-0.455464749	-0.344116146	-1.693085414	-0.582971272	4
858827	-0.204931225	-0.430651109	0.01771098	0.078715826	-0.637463624	0
132940	2.043371659	0.557244218	0.208283179	-1.308837418	-0.332394719	10
803752	2.159821177	3.143655979	-0.295134715	-1.681155099	-1.370585274	14
754032	0.056838304	-0.344299221	-0.215960026	-0.178958936	-0.172518817	0
182900	0.054838484	-0.008400779	-0.374864384	-0.315705086	0.239392226	0
139026	-0.407268572	0.111866719	-0.101054119	0.47821932	-0.915220932	0
69402	-0.472713765	-0.444615169	1.10413306	-0.175325261	1.461130799	7
411761	1.480116275	-0.401828779	-0.152639113	-1.175453008	-0.74581821	4
796734	0.024961387	-0.517163066	-0.361843576	0.002352851	-0.159263269	0
622805	-0.001318507	-0.458989717	-0.199668265	-0.27692571	0.101127041	1
316834	0.270163524	0.0203946	-0.262068371	-0.130525877	-0.02962128	1
239859	1.804013874	1.600480377	0.207964159	-1.729564299	-1.63852142	14
577627	-0.406065254	-0.269414655	-0.094686649	0.640102985	-0.541902744	0
583959	0.894772035	-0.410334762	-0.317937377	-0.978231939	0.130816627	2
988440	0.319734793	0.008490994	-0.323284662	-0.313136742	0.098750533	0
175553	1.14523922	0.056953747	-0.217111219	-1.061252934	-0.63031784	3
490416	1.612211116	1.563940548	-0.133836874	-1.383110708	0.017409527	3
197424	0.747744824	-0.546991537	-0.368225457	-0.859458764	-0.567222988	9
489316	1.983592507	2.716699199	-0.295842384	-1.92174938	0.085418254	3
446509	-1.097487412	0.410016013	0.400044517	1.473426946	-1.362668439	0
219203	-0.746567554	-0.016717191	-0.319895444	0.43801168	-0.746275533	0
531986	-0.301976394	-0.239389983	-0.131580199	0.045202041	-0.351235178	0
200791	0.506804233	-0.200817259	-0.416292874	-0.434930768	0.384656938	2
100160	-0.160491811	-0.470616561	-0.191465642	0.566682929	0.013879223	0
883318	-0.973237866	-0.242434878	0.104260781	1.100253771	0.018518143	0
216348	1.616776818	-0.555643435	-0.436924344	-1.298739491	-0.739529083	9
927555	0.884564712	-0.541162869	-0.124826808	-0.713859218	0.045755732	1
189644	1.806358501	-0.53054785	-0.287578146	-1.958346775	-0.922040037	4
944084	-0.063260841	-0.546268403	-0.510222927	-0.468831809	0.588281664	2
307461	0.192218433	-0.457718527	-0.169615457	-0.38038056	0.046025688	0
346336	0.151748745	0.716834552	-0.138241033	-0.786232443	-1.198535717	0
472102	-0.556237544	-0.564660411	-0.22698551	0.241235183	0.437122796	0
238115	1.206567853	-0.565499752	-0.100638781	-0.620301199	-0.604570821	1
85915	0.077368809	-0.475849593	-0.144152358	0.134269949	-0.031917367	0
187478	0.04738521	0.080648608	-0.229983192	-0.104770629	0.187176169	0
84209	-0.586530109	-0.251784998	0.162303669	1.257622633	-0.321079497	0
204901	1.784370916	-0.564321593	-0.262936503	-1.703036775	-1.099203669	4
232480	1.701101275	2.567930737	-0.315533126	-1.894430611	-2.027482308	12
1535255	1.701101275	2.567930737	-0.315533126	-1.894430611	-2.027482308	-1
131650	-0.669750017	-0.059526047	-0.271702358	0.46086459	1.05945608	0
317093	1.510674864	-0.233826261	-0.245380927	-1.39004317	-0.818398521	3
350840	0.093720509	-0.527425923	-0.343836848	-0.570930051	0.671799712	0
467203	-0.29952363	-0.369659032	-0.005159523	0.498492036	1.216093328	1
9680	1.180971075	0.455024218	-0.086498026	-1.307574919	-0.775814822	3
137390	-0.548535702	0.807389126	-0.171351219	0.52635776	0.229686324	0
199995	-0.302241611	-0.115812124	-0.301721854	-0.096035784	-0.836717766	0
781423	1.774344739	2.399951889	-0.381222742	-1.827343933	-0.563221605	3
325459	-0.680592093	-0.079362767	-0.37557845	0.498054743	-0.595395939	0
414251	0.334815611	-0.504352248	-0.178362358	-0.876110453	0.626730407	1
530745	-0.36218767	-0.470402608	-0.241556291	0.179497339	-0.585244083	0
404434	0.221690217	0.272323872	-0.33076045	-0.444440416	-1.31911159	0
615026	1.947993009	0.165288497	1.265369841	-0.926884253	0.11032767	10
144847	-0.1433454	-0.273103353	-0.436152146	-0.173619764	-0.121225917	0
256349	1.577371011	-0.491285195	-0.241564781	-1.631344998	0.263057581	4
355142	-0.799914915	-0.107813863	-0.108575311	0.825502203	-0.842095281	0
